,OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu)
573,767,NonResidential,Large Office,7,DOWNTOWN,47.60582,-122.33464,1998-01-01,1.0,13,293803,74481,219322,"Office, Parking",Office,145491.0,25.0,17267470.0
574,768,NonResidential,Large Office,7,DOWNTOWN,47.60576,-122.33922,1910-01-01,1.0,7,122356,0,122356,"Data Center, Office, Retail Store",Office,95942.0,91.0,4675881.5
575,769,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60366,-122.33328,1921-01-01,1.0,3,52298,0,52298,Office,Office,50250.0,89.0,2038746.5
576,771,NonResidential,Large Office,7,DOWNTOWN,47.60304,-122.33362,1911-01-01,1.0,17,116640,0,116640,"Financial Office, Food Service, Office, Other",Office,82053.0,75.0,7066534.5
577,772,NonResidential,Large Office,3,DOWNTOWN,47.60573,-122.33028,1981-01-01,1.0,42,1249055,201121,1047934,"Data Center, Medical Office, Office, Parking, Restaurant",Office,983697.0,95.0,39518364.0
578,773,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6038,-122.33293,1924-01-01,,4,63150,0,63150,,,,,
579,776,NonResidential,Medical Office,3,EAST,47.60663,-122.32157,1988-01-01,1.0,5,188339,99314,89025,"Medical Office, Parking",Medical Office,81873.0,15.0,8588643.0
580,777,NonResidential,University,3,CENTRAL,47.6094,-122.31506,1916-01-01,1.0,2,60122,0,60122,"College/University, Parking",College/University,60122.0,,745830.3125
581,778,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.5981,-122.33369,1910-01-01,1.0,6,95000,13700,81300,"Office, Parking",Office,84481.0,83.0,4269199.5
582,779,NonResidential,Large Office,7,DOWNTOWN,47.6029,-122.32927,1971-01-01,1.0,9,224857,0,224857,Office,Office,204993.0,79.0,16162013.0
583,780,NonResidential,Large Office,2,DOWNTOWN,47.59878,-122.33088,1998-01-01,1.0,8,446261,124788,321473,"Office, Parking",Office,343400.0,96.0,13568148.0
584,782,NonResidential,Other,2,GREATER DUWAMISH,47.59273,-122.33455,1939-01-01,1.0,2,58492,0,58492,Other,Other,58500.0,,1849863.625
585,783,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58958,-122.33369,1907-01-01,1.0,6,62370,0,62370,"Office, Restaurant",Office,49473.0,30.0,4353025.0
586,784,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58454,-122.3269,1960-01-01,1.0,1,73296,0,73296,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,77800.0,83.0,2709055.0
587,785,Nonresidential COS,Other,2,GREATER DUWAMISH,47.5829,-122.32417,1944-01-01,1.0,4,99122,0,99122,"Office, Other",Other,50036.0,,14522162.0
588,786,NonResidential,Other,2,GREATER DUWAMISH,47.58251,-122.32528,1985-01-01,1.0,1,66133,0,66133,"Non-Refrigerated Warehouse, Office, Other",Other,60787.0,,6528948.0
589,787,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57613,-122.33864,1952-01-01,1.0,2,115668,0,115668,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,,3847929.5
590,791,NonResidential,Other,2,GREATER DUWAMISH,47.56301,-122.32564,1970-01-01,1.0,1,141686,0,141686,Other,Other,152511.0,,6837936.0
591,792,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55695,-122.33176,1950-01-01,1.0,1,93610,0,93610,"Data Center, Office",Office,101278.0,95.0,6612733.0
592,793,NonResidential,Large Office,2,GREATER DUWAMISH,47.55238,-122.32762,1973-01-01,1.0,2,156188,0,156188,"Office, Parking",Office,141917.0,67.0,7181600.0
593,794,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54923,-122.32446,1966-01-01,1.0,1,115620,0,115620,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,11.0,1951856.25
594,796,NonResidential,Large Office,2,GREATER DUWAMISH,47.54699,-122.32882,1975-01-01,1.0,5,238148,0,238148,"Office, Parking",Office,245240.0,93.0,10775646.0
595,797,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54326,-122.33134,1969-01-01,1.0,1,71718,0,71718,Distribution Center,Distribution Center,71718.0,100.0,151754.2969
596,798,NonResidential,Warehouse,1,GREATER DUWAMISH,47.53628,-122.3329,1969-01-01,1.0,1,55450,0,55450,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,34206.0,31.0,4843056.0
597,799,NonResidential,Distribution Center,1,GREATER DUWAMISH,47.52549,-122.33064,1979-01-01,1.0,1,54880,0,54880,Distribution Center,Distribution Center,55000.0,32.0,3013861.5
598,800,NonResidential,Retail Store,1,DELRIDGE,47.52222,-122.36892,1992-01-01,1.0,1,102500,0,102500,"Parking, Retail Store",Retail Store,99471.0,81.0,7728856.5
599,801,NonResidential,Other,4,NORTHEAST,47.66478,-122.29804,2002-01-01,1.0,6,361398,272900,88498,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,,9158207.0
600,802,NonResidential,Supermarket / Grocery Store,2,GREATER DUWAMISH,47.57903,-122.29982,1963-01-01,1.0,1,50785,0,50785,Supermarket/Grocery Store,Supermarket/Grocery Store,27382.0,57.0,7593035.0
601,803,NonResidential,Small- and Mid-Sized Office,1,Delridge,47.54103,-122.33766,1929-01-01,1.0,3,85126,0,85126,Office,Office,81526.0,1.0,38074932.0
602,804,NonResidential,Other,5,North,47.70911,-122.32529,2000-01-01,1.0,5,303255,19820,283435,"Other, Parking, Restaurant, Retail Store",Parking,321828.0,,11077140.0
603,805,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.56613,-122.33838,1986-01-01,1.0,1,411584,0,411584,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,288048.0,43.0,16973858.0
604,806,NonResidential,Mixed Use Property,7,DOWNTOWN,47.59937,-122.33116,1902-01-01,1.0,4,73320,0,73320,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,27283.0,,1315191.375
605,807,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2008-01-01,1.0,4,242686,100176,142510,"Office, Parking",Office,149081.0,77.0,9683979.0
606,809,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.5992,-122.33223,1900-01-01,1.0,6,95760,15840,79920,Office,Office,95760.0,83.0,5587502.5
607,811,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56733,-122.3352,1946-01-01,1.0,1,179413,0,179413,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,178087.0,57.0,3459543.0
608,812,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57513,-122.33739,1917-01-01,0.0,1,65288,0,65288,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,60000.0,,605971.1875
609,813,NonResidential,Warehouse,1,Delridge,47.5725,-122.3571,1966-01-01,1.0,1,170632,0,170632,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,164806.0,98.0,622185.6875
610,814,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,1994-01-01,1.0,10,381511,0,381511,"Office, Parking",Office,220033.0,87.0,11518169.0
611,815,NonResidential,Large Office,3,DOWNTOWN,47.60214,-122.32726,2009-01-01,1.0,17,413264,138098,275166,"Office, Parking",Office,295494.0,91.0,13631141.0
612,817,NonResidential,Mixed Use Property,4,NORTHEAST,47.6586,-122.3124,2009-01-01,1.0,6,122400,54300,68100,"Multifamily Housing, Office, Parking, Retail Store",Office,41624.0,63.0,5034998.5
613,819,NonResidential,Retail Store,4,NORTHEAST,47.66246,-122.29898,1956-01-01,1.0,2,93803,0,93803,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,85572.0,,5561522.5
615,821,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51304,-122.28394,1966-01-01,1.0,2,123000,0,123000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,112484.0,47.0,3004271.0
616,861,NonResidential,Medical Office,3,EAST,47.6056366,-122.3214798,2003-01-01,1.0,5,275130,112980,162150,Medical Office,Medical Office,177748.0,70.0,9941308.0
617,822,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51168,-122.28285,1978-01-01,1.0,1,60448,0,60448,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,52702.0,90.0,1167543.25
618,828,NonResidential,Hospital,3,EAST,47.608951,-122.322402,1994-01-01,7.0,14,1765970,0,1765970,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1639334.0,54.0,295929888.0
619,829,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.61915,-122.35871,1928-01-01,3.0,4,62600,0,62600,Other,Other,215197.0,,12637976.0
620,830,NonResidential,Mixed Use Property,3,EAST,47.60453796,-122.3203278,2004-01-01,1.0,4,77412,21612,55800,"Office, Other, Parking",Other,26400.0,,2740574.75
621,831,NonResidential,Medical Office,3,EAST,47.60796711,-122.3195445,1990-01-01,1.0,5,289419,159157,130262,"Medical Office, Parking",Medical Office,146150.0,59.0,12814944.0
622,832,NonResidential,Other,5,NORTH,47.6993,-122.32378,1987-01-01,1.0,5,90266,0,90266,Financial Office,Financial Office,87552.0,18.0,7947933.5
623,837,NonResidential,Warehouse,6,Ballard,47.6582,-122.36434,2004-01-01,1.0,4,87332,6458,80874,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87332.0,87.0,1185468.125
624,839,NonResidential,Hotel,3,EAST,47.61210727,-122.3205972,2003-01-01,1.0,6,150545,50017,100528,"Hotel, Parking",Hotel,100528.0,28.0,13961121.0
625,841,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62147,-122.34817,1999-01-01,1.0,5,141718,0,141718,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,134197.0,,19009360.0
626,843,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,2008-01-01,1.0,5,111856,21273,90583,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,92000.0,8.0,9495641.0
627,845,NonResidential,Warehouse,3,EAST,47.61818,-122.31728,1988-01-01,1.0,4,132828,0,132828,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,132828.0,83.0,1083729.625
628,847,NonResidential,Warehouse,1,DELRIDGE,47.53935,-122.34402,1970-01-01,1.0,1,70400,0,70400,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,58047.0,1.0,14128860.0
629,848,NonResidential,Retail Store,5,NORTHWEST,47.71417,-122.34256,1995-01-01,1.0,1,101830,0,101830,Retail Store,Retail Store,130767.0,60.0,11474490.0
631,851,NonResidential,University,3,CENTRAL,47.5997,-122.30364,1974-01-01,2.0,4,114000,0,114000,College/University,College/University,114000.0,,7575080.0
633,857,NonResidential,Warehouse,1,SOUTHWEST,47.57311,-122.3601,1965-01-01,1.0,1,152365,0,152365,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,149293.0,88.0,1088167.75
634,858,NonResidential,Medical Office,3,CENTRAL,47.60705,-122.30966,1910-01-01,1.0,6,320946,0,320946,"Laboratory, Medical Office",Medical Office,236359.0,57.0,25585012.0
635,859,NonResidential,Retail Store,2,GREATER DUWAMISH,47.54862,-122.32272,1958-01-01,1.0,1,74178,0,74178,Retail Store,Retail Store,74178.0,,5617868.0
636,864,NonResidential,Warehouse,5,NORTH,47.70799,-122.30185,1987-01-01,1.0,4,80360,0,80360,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,80360.0,96.0,755287.5
638,867,NonResidential,Supermarket / Grocery Store,3,EAST,47.61318,-122.32122,1996-01-01,1.0,3,119190,0,119190,Supermarket/Grocery Store,Supermarket/Grocery Store,46280.0,71.0,10434333.0
639,868,NonResidential,Other,2,GREATER DUWAMISH,47.59394,-122.32452,2008-01-01,1.0,2,51856,0,51856,"Automobile Dealership, Office",Automobile Dealership,48103.0,,1935438.625
640,1280,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.58718,-122.33467,1921-01-01,1.0,3,66138,12586,53552,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,26044.0,3.0,7070998.5
641,1281,NonResidential,Large Office,4,NORTHEAST,47.66181,-122.31231,1960-01-01,1.0,3,113944,48510,65434,Office,Office,65434.0,1.0,17877436.0
644,19445,NonResidential,Low-Rise Multifamily,4,LAKE UNION,47.64859,-122.33311,2000-01-01,1.0,3,93079,36093,56986,Multifamily Housing,Multifamily Housing,91064.0,32.0,2090011.625
651,19461,NonResidential,Worship Facility,4,NORTHEAST,47.67738,-122.28996,1957-01-01,1.0,2,22220,0,22220,Worship Facility,Worship Facility,22220.0,90.0,891251.5
656,19472,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.54437,-122.30863,1962-01-01,1.0,1,44700,0,44700,"Non-Refrigerated Warehouse, Office, Other",Office,23751.0,,2173092.25
657,19477,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54137,-122.33051,1976-01-01,1.0,1,44100,0,44100,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,40000.0,1.0,1692054.125
658,19481,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54113,-122.32633,1965-01-01,1.0,1,27800,0,27800,Distribution Center,Distribution Center,27800.0,13.0,1337789.75
660,19489,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55436,-122.33631,2001-01-01,1.0,1,46340,0,46340,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46340.0,3.0,2564004.0
663,19501,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60191,-122.31438,1910-01-01,1.0,3,38460,0,38460,Office,Office,38460.0,69.0,2064345.875
669,19520,NonResidential,Worship Facility,6,NORTHWEST,47.68576,-122.35481,1922-01-01,1.0,2,21022,0,21022,Worship Facility,Worship Facility,21022.0,54.0,1078904.0
680,19559,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.51127,-122.281,1967-01-01,1.0,1,48001,0,48001,Distribution Center,Distribution Center,48001.0,49.0,2495909.5
681,19565,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51399,-122.27946,1979-01-01,1.0,1,26380,0,26380,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23620.0,,526955.3125
682,19570,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51018,-122.28192,1969-01-01,1.0,1,37351,0,37351,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29551.0,10.0,2832228.5
683,19572,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51127,-122.281,1981-01-01,1.0,1,30375,0,30375,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30375.0,73.0,345866.6875
684,19576,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51104,-122.28245,1979-01-01,1.0,1,30004,0,30004,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24280.0,,369291.5
687,19584,NonResidential,Other,4,NORTHEAST,47.68541,-122.27097,1928-01-01,1.0,3,39971,0,39971,"Office, Other, Retail Store, Swimming Pool",Other,36185.0,,11316338.0
689,19596,NonResidential,Worship Facility,6,BALLARD,47.68164,-122.3753,1914-01-01,1.0,2,33589,0,33589,Worship Facility,Worship Facility,33589.0,90.0,606874.5
692,19613,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66587,-122.38476,1979-01-01,1.0,3,43500,0,43500,Office,Office,43495.0,46.0,3220635.25
693,19621,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.67528,-122.40836,1978-01-01,1.0,2,28492,0,28492,Office,Office,28492.0,12.0,2000228.875
694,19623,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.6744,-122.40735,1963-01-01,1.0,3,22325,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,18000.0,,1401315.875
695,19624,NonResidential,Restaurant,6,BALLARD,47.67398,-122.40765,1977-01-01,1.0,3,22719,0,22719,"Parking, Restaurant",Restaurant,22719.0,,1358519.0
697,19654,NonResidential,Laboratory,7,DOWNTOWN,47.61597,-122.33086,1946-01-01,1.0,2,44588,22000,22588,Laboratory,Laboratory,69000.0,,7251589.0
715,19696,NonResidential,Retail Store,3,DOWNTOWN,47.59692,-122.31543,1917-01-01,1.0,2,147545,0,147545,Retail Store,Retail Store,147545.0,69.0,7339108.0
716,19697,Nonresidential COS,Other,4,NORTH,47.68339,-122.31947,1923-01-01,1.0,2,21462,0,21462,"Office, Other",Other,25778.0,,1207838.75
726,19730,NonResidential,Other,6,NORTHWEST,47.67713,-122.35398,1917-01-01,1.0,2,28072,0,28072,Social/Meeting Hall,Social/Meeting Hall,23835.0,,1587238.0
730,19742,NonResidential,Restaurant,7,DOWNTOWN,47.61468,-122.34925,1955-01-01,1.0,2,31020,0,31020,Restaurant,Restaurant,31020.0,,5231756.5
731,19743,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61402,-122.35016,1917-01-01,1.0,2,21600,0,21600,"Office, Other - Lodging/Residential",Office,14400.0,,1636649.125
732,19747,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6158,-122.35126,1974-01-01,1.0,5,61825,13320,48505,"Bank Branch, Office",Office,37993.0,59.0,4673727.5
735,19750,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61683,-122.35176,1942-01-01,1.0,3,64630,0,64630,Office,Office,64630.0,96.0,1408291.375
736,19752,NonResidential,Worship Facility,7,DOWNTOWN,47.61636,-122.35094,1948-01-01,1.0,2,20920,0,20920,Worship Facility,Worship Facility,20920.0,15.0,1208581.375
742,19766,NonResidential,Worship Facility,1,SOUTHWEST,47.57384,-122.41182,1926-01-01,1.0,2,22128,0,22128,Worship Facility,Worship Facility,22128.0,94.0,727772.8125
745,19774,NonResidential,Retail Store,5,NORTHWEST,47.72736,-122.34579,1968-01-01,1.0,1,48139,0,48139,Retail Store,Retail Store,40000.0,98.0,959683.125
746,19776,NonResidential,Other,5,NORTHWEST,47.72777,-122.34503,2002-01-01,1.0,1,29924,0,29924,Other - Education,Other - Education,29924.0,,0.0
750,19787,NonResidential,Worship Facility,1,SOUTHWEST,47.56633,-122.38725,1949-01-01,1.0,2,21364,0,21364,"K-12 School, Worship Facility",Worship Facility,15364.0,86.0,1110209.25
768,19833,NonResidential,University,7,DOWNTOWN,47.61741,-122.33491,1992-01-01,1.0,2,28923,0,28923,College/University,College/University,28800.0,,508430.5938
770,19836,NonResidential,University,7,DOWNTOWN,47.61789,-122.33573,1928-01-01,1.0,3,21600,0,21600,College/University,College/University,21600.0,,359207.1875
773,19845,NonResidential,Retail Store,4,NORTHEAST,47.6646,-122.29932,1996-01-01,1.0,1,25735,0,25735,Retail Store,Retail Store,25691.0,82.0,1245673.0
775,19847,NonResidential,Retail Store,4,NORTHEAST,47.66246,-122.29898,1956-01-01,1.0,2,25862,0,25862,"Other, Retail Store",Retail Store,25562.0,20.0,4765879.0
776,19848,NonResidential,Retail Store,4,NORTHEAST,47.66246,-122.29898,2003-01-01,1.0,2,49965,0,49965,"Other, Retail Store",Retail Store,47465.0,82.0,3424428.0
780,19853,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6026,-122.33232,1929-01-01,1.0,2,20028,0,20028,Office,Office,20028.0,95.0,550668.125
782,19855,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60247,-122.33372,1900-01-01,1.0,7,23622,0,23622,"Office, Restaurant",Office,26195.0,100.0,575362.5
783,19856,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60237,-122.33365,1902-01-01,1.0,3,23563,0,23563,"Office, Restaurant",Office,20183.0,67.0,883197.6875
784,19857,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60284,-122.33407,1903-01-01,1.0,3,28600,0,28600,"Office, Restaurant, Retail Store",Office,12000.0,,1167559.75
785,19858,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60427,-122.33385,1978-01-01,1.0,2,38539,12379,26160,"Office, Parking, Retail Store",Retail Store,15549.0,55.0,2249630.25
786,19860,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60427,-122.33385,1906-01-01,1.0,5,26840,0,26840,Office,Office,29040.0,24.0,1997288.75
787,19861,NonResidential,Retail Store,7,DOWNTOWN,47.60427,-122.33385,1906-01-01,1.0,2,46800,0,46800,"Office, Retail Store",Retail Store,36019.0,86.0,1245187.5
788,19862,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60431,-122.33335,1979-01-01,1.0,3,63990,26640,37350,"Office, Parking",Office,39000.0,51.0,2067352.5
789,19864,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61285,-122.34817,1908-01-01,1.0,3,28800,0,28800,"Non-Refrigerated Warehouse, Office, Other",Office,21600.0,50.0,1423579.25
792,19871,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6172,-122.34979,1954-01-01,1.0,3,33552,4968,28584,"Office, Parking",Office,26556.0,75.0,1817034.125
793,19873,NonResidential,Retail Store,7,DOWNTOWN,47.61652,-122.34854,1931-01-01,1.0,2,26270,0,26270,Retail Store,Retail Store,26270.0,32.0,1667641.25
794,19874,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61595,-122.34756,1926-01-01,1.0,3,57620,7820,49800,"Office, Parking",Office,49800.0,50.0,2385395.0
796,19876,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61543,-122.34651,1954-01-01,1.0,2,28696,6080,22616,"Bank Branch, Other, Parking",Other,12960.0,,450780.1875
797,19878,NonResidential,Hotel,7,DOWNTOWN,47.61471,-122.34525,1990-01-01,1.0,5,57800,0,57800,Hotel,Hotel,57800.0,87.0,2466522.25
805,19894,NonResidential,Other,7,DOWNTOWN,47.61319,-122.33695,1955-01-01,1.0,2,31890,0,31890,Financial Office,Financial Office,31160.0,2.0,1788951.625
806,19895,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61267,-122.33852,1925-01-01,1.0,2,44098,13660,30438,"Office, Parking",Office,25920.0,53.0,1523175.125
807,19896,NonResidential,Restaurant,7,DOWNTOWN,47.61332,-122.33904,1923-01-01,1.0,3,22381,0,22381,Restaurant,Restaurant,22381.0,,3625967.75
809,19900,NonResidential,Laboratory,7,DOWNTOWN,47.61763,-122.35507,1926-01-01,0.0,4,49249,0,49249,"Laboratory, Office",Laboratory,40584.0,,33092532.0
810,19902,NonResidential,Retail Store,7,DOWNTOWN,47.61812,-122.35509,1925-01-01,1.0,1,24825,1263,23562,"Non-Refrigerated Warehouse, Retail Store",Retail Store,13940.0,,485607.1875
