,OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu)
423,582,NonResidential,Medical Office,5,NORTHWEST,47.7126,-122.33782,2005-01-01,1.0,3,63909,0,63909,"Medical Office, Retail Store",Medical Office,60670.0,,4765753.5
424,583,NonResidential,Warehouse,5,NORTHWEST,47.69814,-122.34295,1948-01-01,1.0,2,53472,0,53472,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,46846.0,,1065308.875
425,584,NonResidential,Warehouse,1,GREATER DUWAMISH,47.52696,-122.32913,1980-01-01,1.0,1,50417,0,50417,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50417.0,14.0,2149815.75
426,23854,NonResidential,Restaurant,7,DOWNTOWN,47.60613,-122.34115,1900-01-01,1.0,1,43728,0,43728,Restaurant,Restaurant,43728.0,,11854450.0
427,585,NonResidential,Medical Office,5,NORTHWEST,47.70449,-122.33272,1961-01-01,1.0,3,133298,0,133298,Medical Office,Medical Office,133298.0,21.0,16041286.0
428,586,NonResidential,Retail Store,5,NORTH,47.70759,-122.3255,1965-01-01,1.0,2,168619,0,168619,Retail Store,Retail Store,173106.0,78.0,6718441.0
429,588,NonResidential,Mixed Use Property,4,LAKE UNION,47.63451,-122.32505,2002-01-01,0.0,5,251827,113318,138509,"Laboratory, Office, Parking",Parking,113318.0,,47837524.0
430,589,NonResidential,Large Office,7,LAKE UNION,47.6244,-122.33157,2000-01-01,1.0,4,175885,71385,104500,"Office, Parking",Office,103970.0,91.0,6486377.5
431,590,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56089,-122.33474,1969-01-01,1.0,2,104786,0,104786,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104786.0,93.0,1153253.75
432,592,NonResidential,Other,2,GREATER DUWAMISH,47.55787,-122.335,2000-01-01,1.0,1,53040,41600,11440,Other,Other,51427.0,,1901429.125
433,594,NonResidential,Other,2,GREATER DUWAMISH,47.55741,-122.33163,1973-01-01,0.0,1,110689,0,110689,Other,Other,110689.0,,2789899.0
434,595,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.5563,-122.33186,1948-01-01,1.0,1,53620,0,53620,Office,Office,53620.0,86.0,2145554.75
435,596,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55623,-122.33316,1938-01-01,1.0,1,50008,0,50008,Office,Office,50008.0,62.0,3380481.5
436,597,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2009-01-01,1.0,4,291176,100176,191000,"Office, Parking",Office,194674.0,98.0,6657348.5
437,598,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56549,-122.33221,1957-01-01,1.0,1,50832,0,50832,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,43920.0,63.0,2551022.25
438,599,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56158,-122.32754,1971-01-01,1.0,1,76354,0,76354,Refrigerated Warehouse,Refrigerated Warehouse,76486.0,70.0,2792753.5
439,600,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56558,-122.32889,1956-01-01,1.0,1,98480,0,98480,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98480.0,65.0,2898646.0
440,601,NonResidential,Mixed Use Property,4,LAKE UNION,47.66113,-122.33572,1904-01-01,1.0,2,53002,0,53002,"Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,31602.0,75.0,3591767.75
441,602,NonResidential,Mixed Use Property,4,LAKE UNION,47.63465,-122.32592,2008-01-01,1.0,3,175918,51218,124700,"Laboratory, Office, Parking",Office,66737.0,,22846738.0
442,603,NonResidential,Other,3,LAKE UNION,47.63108,-122.32746,1920-01-01,1.0,3,169785,63782,106003,"Other, Parking",Other,106003.0,,19419744.0
443,604,NonResidential,Large Office,7,LAKE UNION,47.63,-122.3396,1971-01-01,1.0,11,124721,0,124721,"Food Service, Office, Parking, Restaurant",Office,107594.0,58.0,14339818.0
444,605,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.63376,-122.33968,1970-01-01,1.0,7,94002,0,94002,"Office, Parking",Office,93905.0,70.0,5662234.0
445,606,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55515,-122.3275,1974-01-01,1.0,1,93020,0,93020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93020.0,60.0,1252323.875
446,19746,NonResidential,Other,7,DOWNTOWN,47.6153,-122.35014,1946-01-01,1.0,1,23000,0,23000,"Office, Other",Other,20310.0,,845892.1875
447,607,NonResidential,Supermarket / Grocery Store,2,SOUTHEAST,47.52095,-122.26825,2002-01-01,1.0,1,61053,0,61053,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,54434.0,32.0,13564414.0
449,609,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59895,-122.33379,1904-01-01,1.0,5,78920,0,78920,Office,Office,78564.0,88.0,2830674.75
450,610,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59855,-122.33327,1906-01-01,1.0,7,99440,0,99440,"Office, Retail Store",Office,65088.0,64.0,6669621.5
451,611,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59856,-122.33379,1907-01-01,1.0,6,73260,0,73260,Office,Office,63871.0,82.0,3020795.0
452,612,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59979,-122.3338,1900-01-01,1.0,4,69817,0,69817,"Office, Retail Store",Office,34647.0,87.0,2380143.75
453,613,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60035,-122.33379,1900-01-01,1.0,4,84750,0,84750,"Enclosed Mall, Office",Office,41609.0,,2165173.25
454,614,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60146,-122.33248,1900-01-01,1.0,6,75496,13320,62176,"Office, Restaurant, Retail Store",Office,45799.0,,3740114.25
455,615,NonResidential,Large Office,7,DOWNTOWN,47.59962,-122.33247,1900-01-01,1.0,4,164380,0,164380,"Office, Retail Store",Office,123607.0,79.0,7778893.0
456,616,NonResidential,Large Office,2,DOWNTOWN,47.59858,-122.33198,1907-01-01,1.0,7,160580,0,160580,Office,Office,160580.0,98.0,4501784.0
457,618,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60159,-122.32915,1909-01-01,1.0,6,73470,0,73470,"Non-Refrigerated Warehouse, Office, Retail Store",Office,47145.0,83.0,3408133.75
458,619,Nonresidential COS,Other,2,DOWNTOWN,47.59871,-122.3299,1906-01-01,1.0,3,67755,0,67755,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,33647.0,,2031594.375
459,620,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.59334,-122.32905,1910-01-01,1.0,3,56700,0,56700,"Distribution Center, Non-Refrigerated Warehouse, Office",Office,26250.0,37.0,2462293.5
460,621,NonResidential,Warehouse,2,GREATER DUWAMISH,47.59366,-122.32666,1922-01-01,1.0,1,82852,0,82852,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,58472.0,83.0,2472120.0
461,622,NonResidential,Other,2,GREATER DUWAMISH,47.57941,-122.33131,1953-01-01,1.0,2,76442,0,76442,"Distribution Center, Office, Other",Other,50500.0,,4608482.0
462,623,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57658,-122.33054,1962-01-01,1.0,2,92792,0,92792,"Distribution Center, Office",Distribution Center,85343.0,56.0,3471977.25
463,624,NonResidential,Other,2,GREATER DUWAMISH,47.58444,-122.33282,1941-01-01,2.0,2,125519,0,125519,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,142901.0,,2244317.0
464,625,NonResidential,Large Office,2,GREATER DUWAMISH,47.58361,-122.33369,1900-01-01,1.0,4,129000,25800,103200,Office,Office,104869.0,80.0,4374646.0
465,626,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58781,-122.33264,1954-01-01,1.0,1,78814,0,78814,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,78814.0,69.0,911161.3125
466,627,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59486,-122.33368,1904-01-01,1.0,4,58970,0,58970,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,39870.0,,1916863.375
467,628,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.59403,-122.33367,1910-01-01,1.0,6,75600,10800,64800,"Distribution Center, Office, Parking",Distribution Center,51040.0,15.0,2688675.75
468,629,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.59363,-122.33371,1907-01-01,1.0,4,56270,0,56270,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,39884.0,,1056782.125
469,630,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59701,-122.33378,1904-01-01,1.0,4,66842,0,66842,"Office, Retail Store",Office,43122.0,31.0,5550151.0
470,632,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59639,-122.33368,1909-01-01,1.0,6,75288,10800,64488,"Office, Parking",Office,65508.0,81.0,2972492.75
471,633,NonResidential,Large Office,2,DOWNTOWN,47.59806,-122.33475,1904-01-01,1.0,7,184322,0,184322,"Data Center, Office",Office,183916.0,81.0,9722890.0
472,634,NonResidential,Large Office,2,DOWNTOWN,47.59767,-122.33467,2009-01-01,1.0,7,287853,0,287853,"Office, Retail Store",Office,273812.0,43.0,25567108.0
473,635,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59202,-122.33486,1914-01-01,1.0,2,64512,0,64512,Office,Office,63000.0,53.0,6114759.5
474,637,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.58924,-122.33566,2009-01-01,1.0,6,286000,111774,174226,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,111774.0,,63172816.0
475,638,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58365,-122.33467,1926-01-01,1.0,7,144050,0,144050,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,144050.0,26.0,4347677.0
476,639,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58252,-122.33465,1930-01-01,1.0,3,60592,0,60592,Office,Office,60384.0,16.0,5107519.5
477,640,NonResidential,Large Office,2,GREATER DUWAMISH,47.58181,-122.33534,1912-01-01,0.0,6,1380959,0,1380959,"Non-Refrigerated Warehouse, Office, Retail Store",Office,1000730.0,79.0,75252304.0
478,641,NonResidential,Retail Store,2,GREATER DUWAMISH,47.57842,-122.33558,1993-01-01,1.0,1,107930,0,107930,Retail Store,Retail Store,107704.0,57.0,7589347.5
479,642,NonResidential,Warehouse,2,GREATER DUWAMISH,47.57096,-122.3355,1926-01-01,1.0,1,99084,0,99084,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99084.0,83.0,1838287.25
480,647,NonResidential,Distribution Center,1,Delridge,47.56676,-122.35247,1953-01-01,1.0,1,72719,0,72719,Distribution Center,Distribution Center,72719.0,28.0,2774363.5
481,649,NonResidential,Small- and Mid-Sized Office,3,EAST,47.59534849,-122.327269,1930-01-01,0.0,4,76624,0,76624,Office,Office,76624.0,91.0,3166841.75
482,650,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66158,-122.31625,2001-01-01,1.0,6,91706,36583,55123,"Office, Other, Parking",Office,53281.0,2.0,8570571.0
483,651,NonResidential,Medical Office,7,LAKE UNION,47.62395,-122.33392,2008-01-01,1.0,5,129093,39902,89191,"Medical Office, Other, Parking",Medical Office,89131.0,6.0,19892050.0
484,652,NonResidential,Large Office,1,DELRIDGE,47.56787,-122.36419,1991-01-01,1.0,5,138106,16221,121885,"Office, Parking",Office,119083.0,41.0,8381834.5
485,654,NonResidential,Retail Store,2,GREATER DUWAMISH,47.56664,-122.32346,1973-01-01,1.0,1,56572,0,56572,Retail Store,Retail Store,56576.0,66.0,2540840.5
487,656,NonResidential,Medical Office,3,EAST,47.60979,-122.32298,2004-01-01,1.0,0,225982,0,225982,Medical Office,Medical Office,200184.0,53.0,20764814.0
488,657,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61783,-122.33729,2006-01-01,0.0,0,516407,0,516407,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,385196.0,31.0,40754364.0
489,658,NonResidential,Large Office,2,DOWNTOWN,47.59794,-122.32767,2000-01-01,1.0,11,312512,0,312512,"Data Center, Office, Restaurant",Office,303312.0,,25747022.0
490,659,NonResidential,Large Office,7,DOWNTOWN,47.6074,-122.33777,2005-01-01,1.0,42,1592914,0,1592914,"Data Center, Financial Office, Office, Parking, Restaurant",Office,914832.0,97.0,56785916.0
491,660,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61077,-122.3361,1926-01-01,1.0,6,97720,0,97720,"Data Center, Office, Retail Store",Office,51881.0,,2478025.25
492,661,NonResidential,Medical Office,3,EAST,47.61002,-122.32222,1985-01-01,1.0,10,422503,206580,215923,Medical Office,Medical Office,197408.0,46.0,17254810.0
493,671,NonResidential,Medical Office,3,CENTRAL,47.60649,-122.31121,1987-01-01,1.0,7,94500,0,94500,Medical Office,Medical Office,113739.0,68.0,5739540.0
494,673,NonResidential,Retail Store,1,DELRIDGE,47.53655,-122.36377,2005-01-01,0.0,1,94713,0,94713,Retail Store,Retail Store,109758.0,79.0,5820712.5
495,674,NonResidential,Medical Office,7,EAST,47.60707,-122.3288,2008-01-01,1.0,9,302902,101342,201560,"Medical Office, Parking",Medical Office,201365.0,58.0,14802479.0
496,677,NonResidential,Medical Office,3,EAST,47.60883,-122.32494,1973-01-01,1.0,19,319911,156407,163504,"Medical Office, Parking",Medical Office,170727.0,50.0,15490998.0
497,678,NonResidential,Large Office,7,DOWNTOWN,47.60353,-122.33558,1900-01-01,1.0,6,205521,0,205521,"Office, Retail Store",Office,114919.0,94.0,8455976.0
498,679,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60197,-122.33437,1900-01-01,1.0,6,56700,0,56700,"Office, Retail Store",Office,46000.0,55.0,3065954.5
499,680,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59554,-122.32471,1925-01-01,1.0,4,72000,0,72000,Office,Office,72000.0,89.0,2739121.5
500,681,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,2000-01-01,1.0,4,191146,94892,96254,"Office, Parking",Office,103000.0,93.0,5101504.5
501,682,NonResidential,Other,1,DELRIDGE,47.56797,-122.36711,2001-01-01,1.0,3,68763,11527,57236,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,,9596839.0
502,683,NonResidential,Other,2,SOUTHEAST,47.56961,-122.28881,1994-01-01,3.0,1,102133,0,102133,"Parking, Strip Mall",Strip Mall,107427.0,,21406232.0
504,685,NonResidential,Large Office,7,DOWNTOWN,47.61567,-122.33503,2008-01-01,1.0,14,362046,0,362046,"Office, Other, Parking",Office,232443.0,86.0,15725581.0
506,689,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,1994-01-01,3.0,2,81336,0,81336,Lifestyle Center,Lifestyle Center,81385.0,,13360349.0
507,690,NonResidential,Large Office,7,DOWNTOWN,47.6115,-122.33278,2001-01-01,1.0,23,538933,0,538933,"Office, Parking",Office,366554.0,90.0,16339807.0
509,692,NonResidential,Other,7,DOWNTOWN,47.61234,-122.34897,1983-01-01,1.0,6,275982,197130,78852,"Office, Parking",Parking,197040.0,,5233553.5
510,693,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1982-01-01,1.0,5,98668,0,98668,Office,Office,98668.0,91.0,4395027.0
511,694,NonResidential,Large Office,2,GREATER DUWAMISH,47.57639,-122.32072,2007-01-01,1.0,1,158931,28381,130550,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,12.0,9336260.0
512,696,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1978-01-01,1.0,1,105100,0,105100,Office,Office,105100.0,1.0,22571400.0
513,700,NonResidential,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,47.63718,-122.37734,2008-01-01,1.0,1,57176,0,57176,"Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,39500.0,31.0,12843856.0
514,701,NonResidential,Retail Store,7,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1978-01-01,1.0,1,50660,0,50660,Retail Store,Retail Store,50660.0,51.0,2956254.5
515,702,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1937-01-01,1.0,2,61929,0,61929,Office,Office,39879.0,59.0,2421613.25
516,703,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,2000-01-01,1.0,4,165111,55000,110111,"Data Center, Office, Parking",Office,104667.0,1.0,25478086.0
518,19755,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61588,-122.34965,1925-01-01,1.0,3,20565,0,20565,Office,Office,20565.0,65.0,830100.0
519,705,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000-01-01,1.0,5,159937,55971,103966,"Office, Parking",Office,106449.0,63.0,7857972.5
520,706,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008-01-01,1.0,5,183964,46763,137201,"Data Center, Office, Parking",Office,133451.0,56.0,14856199.0
521,707,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1986-01-01,1.0,5,208210,78848,129362,"Office, Parking",Office,109978.0,95.0,5799664.5
522,708,NonResidential,Large Office,7,DOWNTOWN,47.61813,-122.35833,1986-01-01,1.0,7,277486,80283,197203,"Office, Other, Parking",Office,178625.0,63.0,12729858.0
523,709,NonResidential,Large Office,7,DOWNTOWN,47.614,-122.35375,1993-01-01,1.0,3,187130,0,187130,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,171783.0,77.0,10445641.0
524,710,NonResidential,Large Office,7,DOWNTOWN,47.61287,-122.35022,2000-01-01,1.0,5,251044,117867,133177,"Data Center, Office",Office,126218.0,99.0,17186624.0
525,711,NonResidential,Warehouse,7,DOWNTOWN,47.60703,-122.34038,1912-01-01,1.0,5,154330,0,154330,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,95330.0,81.0,1411471.75
526,712,NonResidential,Large Office,7,DOWNTOWN,47.60604,-122.33948,1918-01-01,1.0,6,108245,14690,93555,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,,4682152.5
527,713,NonResidential,Large Office,7,DOWNTOWN,47.6047,-122.33739,1905-01-01,1.0,6,167860,0,167860,"Data Center, Office, Retail Store",Office,110370.0,70.0,7046428.5
528,715,NonResidential,Large Office,7,DOWNTOWN,47.60247,-122.33621,1910-01-01,1.0,6,112560,0,112560,"Office, Retail Store",Office,80400.0,86.0,5268183.0
529,716,NonResidential,Retail Store,7,DOWNTOWN,47.60223,-122.33602,1910-01-01,1.0,6,86204,0,86204,Retail Store,Other,67670.0,89.0,3350477.0
530,717,Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.5829,-122.32417,1985-01-01,1.0,2,145158,0,145158,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,51.0,8615958.0
531,718,NonResidential,Large Office,2,GREATER DUWAMISH,47.58716,-122.32214,1951-01-01,1.0,2,112896,0,112896,"Office, Parking",Office,110746.0,66.0,10622784.0
532,719,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58685,-122.32501,1960-01-01,1.0,1,110613,0,110613,"Distribution Center, Office",Distribution Center,99551.0,95.0,1015060.188
533,720,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58553,-122.32511,1951-01-01,1.0,4,149881,0,149881,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,97.0,2869350.25
534,722,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58042,-122.32552,1951-01-01,1.0,3,98220,0,98220,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,12.0,6562048.5
535,723,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58096,-122.32313,1970-01-01,1.0,1,84420,0,84420,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,55.0,2882685.0
536,725,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57055,-122.3267,1961-01-01,1.0,1,73335,0,73335,"Distribution Center, Parking",Distribution Center,73335.0,,5459973.5
537,727,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5794,-122.32848,1928-01-01,1.0,2,56876,0,56876,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,,2015776.625
538,728,NonResidential,Warehouse,2,GREATER DUWAMISH,47.58241,-122.32866,1931-01-01,1.0,2,61200,0,61200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,16.0,5285776.5
539,729,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.58772,-122.32686,1987-01-01,1.0,1,111908,0,111908,Distribution Center,Distribution Center,109090.0,87.0,1667059.125
540,730,NonResidential,Other,2,GREATER DUWAMISH,47.5908,-122.32828,1986-01-01,3.0,2,63644,0,63644,"Other - Public Services, Parking",Other - Public Services,65700.0,,7448018.0
541,731,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.59439,-122.32839,1930-01-01,3.0,2,108753,18860,89893,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,,3714717.25
542,732,NonResidential,Supermarket / Grocery Store,6,NORTHWEST,47.69197,-122.35877,1970-01-01,1.0,1,141890,35545,106345,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,91.0,17384564.0
543,734,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.6633,-122.37549,2001-01-01,1.0,4,92092,21055,71037,Office,Office,70074.0,5.0,4817062.0
544,735,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974-01-01,0.0,3,56259,0,56259,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,,2685146.5
545,738,NonResidential,Other,4,NORTHEAST,47.65529,-122.32133,2006-01-01,1.0,6,143439,0,143439,"Other, Parking",Other,119570.0,,25736450.0
546,739,NonResidential,Large Office,6,LAKE UNION,47.64912,-122.34823,2008-01-01,1.0,4,202623,88855,113768,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,73.0,8873485.0
547,740,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.64932,-122.35187,2000-01-01,1.0,2,77174,25800,51374,Office,Office,77174.0,33.0,5481549.0
548,741,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998-01-01,1.0,5,110524,0,110524,"Office, Other, Parking",Office,98781.0,57.0,6859198.0
549,742,NonResidential,Mixed Use Property,3,LAKE UNION,47.6289,-122.32877,2008-01-01,1.0,5,287224,103650,183574,"Data Center, Office, Other, Parking",Parking,97500.0,,21299472.0
550,743,NonResidential,Laboratory,3,LAKE UNION,47.63079,-122.32693,1999-01-01,1.0,4,115748,18382,97366,Laboratory,Laboratory,97365.0,,35938164.0
551,744,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000-01-01,1.0,7,241875,84689,157186,"Office, Parking",Office,163082.0,88.0,8732968.0
552,745,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974-01-01,1.0,5,102930,18720,84210,"Office, Parking",Office,89075.0,85.0,5034942.5
553,748,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61472,-122.35566,1902-01-01,1.0,3,76893,0,76893,"Office, Parking, Retail Store",Office,90345.0,,12289373.0
554,749,NonResidential,Large Office,7,DOWNTOWN,47.61732,-122.34791,1975-01-01,1.0,8,150000,23630,126370,"Office, Parking",Office,126648.0,65.0,9836703.0
555,750,NonResidential,Large Office,7,DOWNTOWN,47.61628,-122.33391,1953-01-01,1.0,7,274362,0,274362,Office,Office,274362.0,82.0,16572684.0
556,751,NonResidential,Large Office,7,DOWNTOWN,47.61599,-122.34165,1983-01-01,1.0,15,378002,116280,261722,"Office, Parking",Office,270237.0,85.0,18235512.0
557,752,NonResidential,Large Office,7,DOWNTOWN,47.61481,-122.33969,1963-01-01,1.0,11,169020,0,169020,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,156414.0,83.0,12019477.0
558,753,NonResidential,Other,7,DOWNTOWN,47.61438,-122.33871,1981-01-01,1.0,33,429405,0,429405,"Data Center, Office",Data Center,218997.0,98.0,274725984.0
559,775,NonResidential,Large Office,7,DOWNTOWN,47.60454,-122.33072,1985-01-01,1.0,76,1952220,319400,1632820,"Office, Parking",Office,1680937.0,86.0,92537256.0
560,754,NonResidential,Large Office,7,DOWNTOWN,47.61418,-122.33485,1981-01-01,1.0,19,383515,89778,293737,"Medical Office, Office, Parking",Office,312442.0,90.0,16228155.0
561,755,NonResidential,Medical Office,7,DOWNTOWN,47.6129,-122.33684,1925-01-01,1.0,18,363934,28870,335064,"Medical Office, Parking, Retail Store",Medical Office,281598.0,68.0,23128454.0
562,756,NonResidential,Retail Store,7,DOWNTOWN,47.61203,-122.33486,1929-01-01,1.0,4,78920,0,78920,Retail Store,Retail Store,78920.0,80.0,8303666.5
563,757,NonResidential,Large Office,7,DOWNTOWN,47.61051,-122.34439,1979-01-01,1.0,7,131143,87160,43983,"Office, Retail Store",Office,120248.0,93.0,
564,758,NonResidential,Other,7,DOWNTOWN,47.61289,-122.33531,1999-01-01,1.0,0,947987,0,947987,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,561684.0,,46343304.0
565,759,NonResidential,Mixed Use Property,3,EAST,47.61505,-122.32,1908-01-01,1.0,4,55520,0,55520,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,17120.0,,3904791.25
566,760,NonResidential,Large Office,7,DOWNTOWN,47.61036,-122.34037,1908-01-01,1.0,10,132998,0,132998,"Office, Retail Store",Office,138257.0,97.0,4040138.75
567,761,NonResidential,Retail Store,7,DOWNTOWN,47.60956,-122.33715,1940-01-01,1.0,3,83118,0,83118,Retail Store,Retail Store,45000.0,59.0,2533838.5
568,762,NonResidential,Retail Store,7,DOWNTOWN,47.60925,-122.33734,1924-01-01,1.0,3,77555,0,77555,Retail Store,Retail Store,73563.0,39.0,7802205.5
569,763,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60765,-122.34097,1909-01-01,1.0,6,51218,0,51218,"Office, Restaurant",Office,44913.0,57.0,2886141.5
570,764,NonResidential,Large Office,7,DOWNTOWN,47.60765,-122.3348,1970-01-01,1.0,29,489182,0,489182,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,371450.0,43.0,37351804.0
571,765,NonResidential,Large Office,7,DOWNTOWN,47.60769,-122.33544,1929-01-01,1.0,27,216571,13320,203251,"Office, Other - Technology/Science, Parking",Office,182604.0,62.0,17352520.0
572,766,NonResidential,Large Office,7,DOWNTOWN,47.60741,-122.33565,1921-01-01,1.0,13,189175,0,189175,"Office, Other",Office,151740.0,13.0,19036416.0
